title,price,price_label,mileage,first_registration,transmission,fuel_type,power,consumption,cO2_emissions
Citroen Berlingo Berlingo+Multispace+VTi+95+Selection,7950.0,Keine Angabe,179000.0,10/2014,Schaltgetriebe,Benzin,72 kW (98 PS),"6,7 l/100 km (komb.)",- (g/km)
Citroen Berlingo Multispace HDi 75 Attraction,7980.0,Keine Angabe,112118.0,12/2012,Schaltgetriebe,Diesel,55 kW (75 PS),- (l/100 km),- (g/km)
Citroen Berlingo Kombi Shine 1.2/AHK/PDC/DAB/8-FACH/TEMP,7980.0,Sehr guter Preis,164000.0,02/2018,Schaltgetriebe,Benzin,81 kW (110 PS),"5,1 l/100 km (komb.)",119 g/km (komb.)
Citroen Berlingo 1.6 Blue HDI Selection/ EURO6/ TEMPOMAT,7990.0,Fairer Preis,132015.0,11/2015,Schaltgetriebe,Diesel,73 kW (99 PS),"4,3 l/100 km (komb.)",113 g/km (komb.)
Citroen Berlingo 1.6 Selection PDC+AHK+SCHIEBX2+EURO5,7998.0,Guter Preis,125000.0,08/2013,Schaltgetriebe,Diesel,68 kW (92 PS),"4,9 l/100 km (komb.)",130 g/km (komb.)
Citroen Berlingo Multispace BlueHDi 100 S,7999.0,Sehr guter Preis,149999.0,11/2015,Automatik,Diesel,73 kW (99 PS),"4,2 l/100 km (komb.)",109 g/km (komb.)
Citroen Berlingo Selection 1.6 HDI FAP [KLIMA/CD/PDC],7999.0,Keine Angabe,151100.0,01/2015,Schaltgetriebe,Diesel,84 kW (114 PS),- (l/100 km),- (g/km)
Citroen Berlingo Selection BlueHDI100,7999.0,Sehr guter Preis,115500.0,06/2016,Schaltgetriebe,Diesel,73 kW (99 PS),"4,1 l/100 km (komb.)",109 g/km (komb.)
Citroen Berlingo Multispace HDi 115 FAP XTR,8000.0,Fairer Preis,143000.0,08/2012,Schaltgetriebe,Diesel,84 kW (114 PS),"5,3 l/100 km (komb.)",139 g/km (komb.)
"Citroen Berlingo XTR AHK, Sitzheizung, Klimaautom.",8200.0,Keine Angabe,159000.0,08/2013,Schaltgetriebe,Benzin,88 kW (120 PS),"7,3 l/100 km (komb.)",173 g/km (komb.)
Citroen Berlingo Kombi 1.6 VTi 120 Silver Selection,8294.0,Fairer Preis,157359.0,03/2012,Schaltgetriebe,Benzin,88 kW (120 PS),- (l/100 km),- (g/km)
Citroen Berlingo 1.6HDI MULTISPACE/AHK/KLIMAAUTOM/PDC,8450.0,Fairer Preis,166362.0,03/2016,Schaltgetriebe,Diesel,73 kW (99 PS),"4,3 l/100 km (komb.)",114 g/km (komb.)
Citroen Berlingo Kasten Doppelkabine L2 5-Sitzer/Klima,8490.0,Keine Angabe,249000.0,08/2018,Schaltgetriebe,Diesel,73 kW (99 PS),"4,3 l/100 km (komb.)",114 g/km (komb.)
Citroen Berlingo Shine |PDC|KLIMA|TEMPOMAT|DAB|,8490.0,Guter Preis,178000.0,02/2018,Schaltgetriebe,Diesel,88 kW (120 PS),"4,4 l/100 km (komb.)",117 g/km (komb.)
Citroen Berlingo Kombi Selection,8490.0,Fairer Preis,161000.0,10/2014,Schaltgetriebe,Diesel,68 kW (92 PS),"4,9 l/100 km (komb.)",130 g/km (komb.)
Citroen Berlingo ATTRACTION MULTISPACE 2.HAND+TÜV NEU,8498.0,Guter Preis,73000.0,06/2014,Schaltgetriebe,Benzin,72 kW (98 PS),"7,1 l/100 km (komb.)",168 g/km (komb.)
Citroen Berlingo Multispace VTi 95 Selection 5 Sitze AHK,8500.0,Fairer Preis,49000.0,12/2012,Schaltgetriebe,Benzin,72 kW (98 PS),"6,7 l/100 km (komb.)",- (g/km)
Citroen Berlingo Kombi Selection*KLIMA*PDC*TEMPOMAT*,8600.0,Fairer Preis,120000.0,07/2017,Schaltgetriebe,Diesel,73 kW (99 PS),"4,1 l/100 km (komb.)",109 g/km (komb.)
Citroen Berlingo Multispace 1.6 hdi Selection (collection) 115cv,8600.0,Fairer Preis,138000.0,07/2013,Schaltgetriebe,Diesel,84 kW (114 PS),"5,3 l/100 km (komb.)",134 g/km (komb.)
Citroen Berlingo XTR/ Gepfl. Zustand/ Inspektion Neu,8600.0,Guter Preis,127930.0,02/2013,Schaltgetriebe,Benzin,88 kW (120 PS),"7,3 l/100 km (komb.)",173 g/km (komb.)
Citroen Berlingo Kombi Selection Navi,8600.0,Guter Preis,162000.0,10/2017,Schaltgetriebe,Diesel,88 kW (120 PS),"4,4 l/100 km (komb.)",117 g/km (komb.)
Citroen Berlingo Kombi XTR*NAVI*KLIMA*EURO6*,8699.0,Guter Preis,139000.0,06/2016,Schaltgetriebe,Diesel,73 kW (99 PS),"4,3 l/100 km (komb.)",114 g/km (komb.)
"Citroen Berlingo Selection ""PANO-NAVI-SITZH-CAM-ALU""",8900.0,Sehr guter Preis,146000.0,11/2015,Schaltgetriebe,Diesel,88 kW (120 PS),- (l/100 km),- (g/km)
"Citroen Berlingo 1,6Blue-HDI  Kombi XTR",8900.0,Fairer Preis,194900.0,03/2017,Schaltgetriebe,Diesel,88 kW (120 PS),- (l/100 km),- (g/km)
Citroen Berlingo Multispace BlueHDi 100 S,8900.0,Guter Preis,160000.0,11/2017,Automatik,Diesel,73 kW (99 PS),"4,2 l/100 km (komb.)",109 g/km (komb.)
Citroen Berlingo BlueHDi 100 S&S  Multispace Shine,8950.0,Guter Preis,145000.0,11/2017,Schaltgetriebe,Diesel,73 kW (99 PS),"4,2 l/100 km (komb.)",- (g/km)
Citroen Berlingo 1.6 e-HDi Selection Autom. Klima,8950.0,Fairer Preis,146660.0,12/2014,Automatik,Diesel,68 kW (92 PS),"5,0 l/100 km (komb.)",133 g/km (komb.)
Citroen Berlingo Berlingo Multispace PureTech 110 SHINE,8950.0,Guter Preis,85930.0,07/2016,Schaltgetriebe,Benzin,81 kW (110 PS),"5,1 l/100 km (komb.)",119 g/km (komb.)
Citroen Berlingo Kombi Selection,8977.0,Sehr guter Preis,94812.0,05/2016,Schaltgetriebe,Benzin,81 kW (110 PS),"5,1 l/100 km (komb.)",119 g/km (komb.)
Citroen Berlingo Kombi Selection eHDi 90 FAP PDC Tempomat,8990.0,Sehr guter Preis,85113.0,02/2013,Schaltgetriebe,Diesel,68 kW (92 PS),- (l/100 km),- (g/km)
"Citroen Berlingo Selection,Klima,Pano,Allwetter,SHZ,PDC",8990.0,Guter Preis,100500.0,12/2012,Schaltgetriebe,Benzin,88 kW (120 PS),"7,5 l/100 km (komb.)",173 g/km (komb.)
Citroen Berlingo Kombi Selection AUTOMATIK/KLIMA/EURO5*,8990.0,Guter Preis,125000.0,08/2014,Automatik,Diesel,68 kW (92 PS),"5,0 l/100 km (komb.)",133 g/km (komb.)
Citroen Berlingo Kombi Selection/Klima/Navi/Doppelschieb,8990.0,Sehr guter Preis,75000.0,09/2016,Schaltgetriebe,Diesel,88 kW (120 PS),"4,4 l/100 km (komb.)",117 g/km (komb.)
Citroen Berlingo Multispace Selection *1.Hand*AHK*PDC*,8990.0,Erhöhter Preis,170000.0,08/2016,Schaltgetriebe,Diesel,73 kW (99 PS),"4,1 l/100 km (komb.)",109 g/km (komb.)
Citroen Berlingo Kombi Selection 1.6*LED*ZV*Klima*PDC*,8990.0,Fairer Preis,115250.0,11/2015,Schaltgetriebe,Benzin,72 kW (98 PS),"6,4 l/100 km (komb.)",152 g/km (komb.)
Citroen Berlingo Kombi Selection Klima PDC MFL 8-fach,8999.0,Sehr guter Preis,130500.0,07/2015,Schaltgetriebe,Diesel,88 kW (120 PS),"4,4 l/100 km (komb.)",117 g/km (komb.)
Citroen Berlingo Kombi Selection TÜV Neu/Service Neu,9212.0,Fairer Preis,156839.0,03/2014,Schaltgetriebe,Diesel,68 kW (92 PS),"4,9 l/100 km (komb.)",130 g/km (komb.)
Citroen Berlingo Kombi 5-Türer Multispace PureTech 110 SH,9299.0,Guter Preis,147500.0,08/2017,Schaltgetriebe,Benzin,81 kW (110 PS),"5,1 l/100 km (komb.)",119 g/km (komb.)
Citroen Berlingo Kombi Selection Zahnriemen +Ins+Tüv Neu,9350.0,Sehr guter Preis,116200.0,09/2014,Schaltgetriebe,Diesel,84 kW (114 PS),"5,3 l/100 km (komb.)",140 g/km (komb.)
Citroen Berlingo Selection,9400.0,Fairer Preis,131660.0,11/2017,Schaltgetriebe,Diesel,73 kW (99 PS),"4,1 l/100 km (komb.)",109 g/km (komb.)
Citroen Berlingo Kombi Selection/KLIMA/EURO6/2.HAND/5-SI,9490.0,Fairer Preis,154476.0,10/2017,Schaltgetriebe,Diesel,73 kW (99 PS),"4,1 l/100 km (komb.)",109 g/km (komb.)
Citroen Berlingo Selection /KLIMA/EURO5/SCHECKHEFT/TÜV NEU/,9499.0,Fairer Preis,105000.0,10/2014,Schaltgetriebe,Diesel,68 kW (92 PS),"4,9 l/100 km (komb.)",130 g/km (komb.)
Citroen Berlingo 1.2 Kombi Shine TOP/TÜV NEU/1. HAND/PDC,9499.0,Keine Angabe,112000.0,01/2018,Schaltgetriebe,Benzin,81 kW (110 PS),"5,1 l/100 km (komb.)",119 g/km (komb.)
Citroen Berlingo Shine M 1.5 Blue-HDI FAP AHK DAB PANO,9500.0,Sehr guter Preis,221925.0,04/2019,Schaltgetriebe,Diesel,96 kW (131 PS),"4,5 l/100 km (komb.)",154 g/km (komb.)
Citroen Berlingo Berlingo Multispace HDi 75 Attraction,9500.0,Guter Preis,132000.0,06/2019,Schaltgetriebe,Diesel,55 kW (75 PS),"5,2 l/100 km (komb.)",- (g/km)
Citroen Berlingo Berlingo Feel M 1.5 Blue HDI 130 Automatik,9500.0,Sehr guter Preis,210000.0,03/2019,Automatik,Diesel,96 kW (131 PS),- (l/100 km),- (g/km)
Citroen Berlingo BlueHDI 120 XTR AHK,9500.0,Keine Angabe,118400.0,04/2017,Schaltgetriebe,Diesel,88 kW (120 PS),- (l/100 km),- (g/km)
Citroen Berlingo Multispace BlueHDi 100 S&S ETG6 SELECTION,9600.0,Guter Preis,135000.0,05/2016,Automatik,Diesel,73 kW (99 PS),"4,2 l/100 km (komb.)",- (g/km)
Citroen Berlingo Selection*PDC*TAGFAHRLICHT*GJREIFEN*,9600.0,Fairer Preis,163460.0,08/2017,Schaltgetriebe,Diesel,73 kW (99 PS),"4,1 l/100 km (komb.)",109 g/km (komb.)
Citroen Berlingo Kombi Selection Automatik Panorama,9750.0,Fairer Preis,125000.0,05/2013,Automatik,Diesel,68 kW (92 PS),"5,0 l/100 km (komb.)",133 g/km (komb.)
Citroen Berlingo Kombi Selection*1.HD*Klima*TÜV NEU,9790.0,Sehr guter Preis,80258.0,05/2015,Schaltgetriebe,Diesel,84 kW (114 PS),"5,3 l/100 km (komb.)",140 g/km (komb.)
Citroen Berlingo Kombi Shine*Automatik*Scheckheft*,9790.0,Sehr guter Preis,160000.0,08/2017,Automatik,Diesel,73 kW (99 PS),"4,1 l/100 km (komb.)",109 g/km (komb.)
"Citroen Berlingo Selection 1.6L, Euro 6, KLima HU/AU Neu",9799.0,Guter Preis,121850.0,05/2016,Schaltgetriebe,Diesel,73 kW (99 PS),"4,1 l/100 km (komb.)",109 g/km (komb.)
Citroen Berlingo 1.5 BlueHDi 130 FAP Shine M,9900.0,Sehr guter Preis,199890.0,02/2019,Schaltgetriebe,Diesel,96 kW (131 PS),- (l/100 km),- (g/km)
Citroen Berlingo Multispace BlueHDi 100 SELECTION,9900.0,Sehr guter Preis,35000.0,01/2016,Schaltgetriebe,Diesel,73 kW (99 PS),"4,3 l/100 km (komb.)",113 g/km (komb.)
Citroen Berlingo Multispace 1.6 VTi  Selection *Pano,9950.0,Fairer Preis,124000.0,05/2014,Schaltgetriebe,Benzin,88 kW (120 PS),"7,5 l/100 km (komb.)",173 g/km (komb.)
Citroen Berlingo Kombi Selection*1.HD*Klima*Blueto.*Isof,9950.0,Fairer Preis,121544.0,02/2018,Schaltgetriebe,Benzin,81 kW (110 PS),"5,1 l/100 km (komb.)",119 g/km (komb.)
"Citroen Berlingo Kombi 1.6 Shine *7-Sitz,Klima,PDC,Tempo",9980.0,Guter Preis,143408.0,08/2017,Schaltgetriebe,Diesel,88 kW (120 PS),"4,4 l/100 km (komb.)",117 g/km (komb.)
Citroen Berlingo 1.2 PT 110 Shine AHK-abnehmbar Klimaautom DAB SHZ,9990.0,Sehr guter Preis,114190.0,09/2016,Schaltgetriebe,Benzin,81 kW (110 PS),- (l/100 km),- (g/km)
Citroen Berlingo Selection *PANO*KAMERA*NAVI*DAB*AHK*,9990.0,Guter Preis,132000.0,04/2016,Schaltgetriebe,Diesel,88 kW (120 PS),"4,4 l/100 km (komb.)",117 g/km (komb.)
Citroen Berlingo Multispace VTi 95 SELECTION PDC/Tempomat,9990.0,Sehr guter Preis,92900.0,11/2017,Schaltgetriebe,Benzin,72 kW (98 PS),"6,4 l/100 km (komb.)",148 g/km (komb.)
"Citroen Berlingo Kombi Silver Selection,Klima,Inspek+TÜV",9990.0,Fairer Preis,84000.0,11/2012,Schaltgetriebe,Benzin,88 kW (120 PS),"7,5 l/100 km (komb.)",173 g/km (komb.)
"Citroen Berlingo Kombi Silver Selection,Klima,Inspek+TÜV",9990.0,Guter Preis,84000.0,11/2012,Schaltgetriebe,Benzin,88 kW (120 PS),"7,5 l/100 km (komb.)",173 g/km (komb.)
"Citroen Berlingo Kombi Silver Selection,Klima,Inspek+TÜV",9990.0,Fairer Preis,84000.0,11/2012,Schaltgetriebe,Benzin,88 kW (120 PS),"7,5 l/100 km (komb.)",173 g/km (komb.)
Citroen Berlingo Live M,9990.0,Sehr guter Preis,132000.0,09/2019,Schaltgetriebe,Benzin,81 kW (110 PS),"5,5 l/100 km (komb.)",126 g/km (komb.)
Citroen Berlingo Selection HDi 115 FAP Zahnriemen-Neu,9999.0,Fairer Preis,144000.0,09/2014,Schaltgetriebe,Diesel,84 kW (114 PS),- (l/100 km),- (g/km)
Citroen Berlingo Kombi Shine/PANO/GARANTIE/KLIMA/EURO 6/,9999.0,Sehr guter Preis,149650.0,09/2016,Schaltgetriebe,Diesel,88 kW (120 PS),"4,4 l/100 km (komb.)",117 g/km (komb.)
Citroen Berlingo Feel XL,10000.0,Fairer Preis,299000.0,04/2021,Schaltgetriebe,Diesel,96 kW (131 PS),"4,3 l/100 km (komb.)",113 g/km (komb.)
Citroen Berlingo Berlingo 1.2 PureTech 110 FEEL LED NAVI KAMERA,10000.0,Sehr guter Preis,171500.0,09/2019,Schaltgetriebe,Benzin,81 kW (110 PS),"5,4 l/100 km (komb.)",- (g/km)
Citroen Berlingo 1.6 VTi Selection  Multispace,10000.0,Fairer Preis,130500.0,03/2017,Schaltgetriebe,Benzin,88 kW (120 PS),"6,5 l/100 km (komb.)",154 g/km (komb.)
Citroen Berlingo Berlingo 1.6D Multispace HDi 90 FAP Selection,10000.0,Fairer Preis,95000.0,03/2015,Schaltgetriebe,Diesel,68 kW (92 PS),"5,2 l/100 km (komb.)",- (g/km)
Citroen Berlingo Start M/ TÜV Neu//12 Mon Gewährleistung,10234.0,Fairer Preis,202132.0,12/2018,Schaltgetriebe,Diesel,75 kW (102 PS),"4,2 l/100 km (komb.)",111 g/km (komb.)
"Citroen Berlingo Kombi Shine, 1.Hand, AHK, SH, Temp., BT",10300.0,Guter Preis,134800.0,09/2016,Schaltgetriebe,Diesel,88 kW (120 PS),"4,4 l/100 km (komb.)",117 g/km (komb.)
Citroen Berlingo 1.6 Selection*TEMPO*PDC*KLIMA*GARANTIE*,10330.0,Fairer Preis,112352.0,04/2015,Schaltgetriebe,Benzin,72 kW (98 PS),"7,1 l/100 km (komb.)",155 g/km (komb.)
Citroen Berlingo Kombi Selection*2.Hd*Klima*Tempomat*AHK,10400.0,Sehr guter Preis,113600.0,10/2016,Schaltgetriebe,Diesel,73 kW (99 PS),"4,3 l/100 km (komb.)",113 g/km (komb.)
"Citroen Berlingo Kombi 1.6 BlueHDi XTR PDC,Kinderpaket",10490.0,Guter Preis,122455.0,06/2017,Schaltgetriebe,Diesel,73 kW (99 PS),- (l/100 km),- (g/km)
Citroen Berlingo Live M,10490.0,Sehr guter Preis,108895.0,08/2019,Schaltgetriebe,Benzin,81 kW (110 PS),"5,7 l/100 km (komb.)",130 g/km (komb.)
Citroen Berlingo Kombi Selection Wagen Nr.:120,10490.0,Fairer Preis,110000.0,09/2016,Schaltgetriebe,Benzin,81 kW (110 PS),"5,1 l/100 km (komb.)",119 g/km (komb.)
Citroen Berlingo Kombi Selection*1Hand*Navi*LED*PDC*Blue,10499.0,Fairer Preis,164000.0,06/2018,Schaltgetriebe,Benzin,81 kW (110 PS),- (l/100 km),- (g/km)
