title,price,price_label,mileage,first_registration,transmission,fuel_type,power,consumption,cO2_emissions
Citroen Berlingo BERLINGO PureTech 110 1.2 Feel,25980.0,Keine Angabe,114.0,- (Erstzulassung),Schaltgetriebe,Benzin,81 kW (110 PS),"6,8 l/100 km (komb.)",153 g/km (komb.)
"Citroen Berlingo PureTech 130 ETG8 Shine, AHK, Rückfahrkamera...",25980.0,Fairer Preis,24200.0,12/2020,Automatik,Benzin,96 kW (131 PS),"5,6 l/100 km (komb.)",127 g/km (komb.)
"Citroen Berlingo M Plus 1,5 BHDI FWD Schaltgetriebe 74KW/100PS S...",25990.0,Guter Preis,20.0,02/2025,Schaltgetriebe,Diesel,74 kW (101 PS),"5,4 l/100 km (komb.)",142 g/km (komb.)
Citroen Berlingo Shine Paark-Assi. City Paket.Totwinkel,25990.0,Sehr guter Preis,1891.0,05/2023,Automatik,Elektro,100 kW (136 PS),"20,5 kWh/100 km (komb.)",0 g/km (komb.)
"Citroen Berlingo M Plus 1,5 BHDI FWD Schaltgetriebe 74KW/100PS S...",25990.0,Keine Angabe,20.0,- (Erstzulassung),Schaltgetriebe,Diesel,74 kW (101 PS),"5,4 l/100 km (komb.)",142 g/km (komb.)
"Citroen Berlingo M Plus 1,5 BHDI FWD Schaltgetriebe 74KW/100PS S...",25990.0,Keine Angabe,20.0,- (Erstzulassung),Schaltgetriebe,Diesel,74 kW (101 PS),"5,4 l/100 km (komb.)",142 g/km (komb.)
"Citroen Berlingo M Plus 1,5 BHDI FWD Schaltgetriebe 74KW/100PS S...",25990.0,Keine Angabe,20.0,- (Erstzulassung),Schaltgetriebe,Diesel,74 kW (101 PS),"5,4 l/100 km (komb.)",142 g/km (komb.)
Citroen Berlingo Shine M XTR Aut. NAVI-HUD-STANDHZ-7 SITZER-KAMERA,25990.0,Erhöhter Preis,74950.0,05/2020,Automatik,Diesel,96 kW (131 PS),"4,3 l/100 km (komb.)",113 g/km (komb.)
Citroen Berlingo M Elektro 136 Shine,25990.0,Keine Angabe,8500.0,12/2022,Automatik,Elektro,100 kW (136 PS),"18,3 kWh/100 km (komb.)",0 g/km (komb.)
Citroen Berlingo PLus PT 110 1.2 LED°CarPlay°ACC°RFK°ALU,26590.0,Fairer Preis,50.0,02/2025,Schaltgetriebe,Benzin,81 kW (110 PS),"6,4 l/100 km (komb.)",143 g/km (komb.)
Citroen Berlingo Feel Pack M e-Berlingo 136 +PANO+CAM+CARPLAY+,25990.0,Fairer Preis,6900.0,06/2022,Automatik,Elektro,100 kW (136 PS),"19,8 kWh/100 km (komb.)",0 g/km (komb.)
Citroen Berlingo LED Apple CarPlay Android Auto DAB Winter Paket Te,25999.0,Fairer Preis,1850.0,08/2024,Schaltgetriebe,Benzin,81 kW (110 PS),"6,3 l/100 km (komb.)",142 g/km (komb.)
Citroen Berlingo Berlingo Kombi Elektro ë-Berlingo M Shine,26000.0,Sehr guter Preis,10600.0,07/2023,Automatik,Elektro,100 kW (136 PS),,0 g/km (komb.)
Citroen Berlingo XTR  BlueHDi 130 EAT8 SHINE,26000.0,Fairer Preis,19900.0,01/2019,Automatik,Diesel,96 kW (131 PS),"4,2 l/100 km (komb.)",110 g/km (komb.)
Citroen Berlingo ë 136 Live Pack Elektro,26000.0,Keine Angabe,5200.0,08/2023,Automatik,Elektro,100 kW (136 PS),,0 g/km (komb.)
Citroen Berlingo MPV 110 Plus,26190.0,Fairer Preis,1500.0,07/2024,Schaltgetriebe,Benzin,80 kW (109 PS),"6,4 l/100 km (komb.)",144 g/km (komb.)
Citroen Berlingo M Shine 130 Puretech AUTOMATIK HUD PDC AHK !!,26190.0,Fairer Preis,17600.0,04/2021,Automatik,Benzin,96 kW (131 PS),"5,6 l/100 km (komb.)",127 g/km (komb.)
Citroen Berlingo MPV 110 Plus,26190.0,Fairer Preis,1500.0,07/2024,Schaltgetriebe,Benzin,80 kW (109 PS),"6,4 l/100 km (komb.)",144 g/km (komb.)
Citroen Berlingo Shine XL PT130 AT°RFK°SHZ°Navi°AAC°TWA°,26780.0,Fairer Preis,28600.0,04/2023,Automatik,Benzin,96 kW (131 PS),"7,1 l/100 km (komb.)",159 g/km (komb.)
Citroen Berlingo AT8 Feel Pack XL 7-Sitze AHK/Navi/HuD,26905.0,Fairer Preis,57244.0,05/2021,Automatik,Benzin,96 kW (131 PS),"7,1 l/100 km (komb.)",159 g/km (komb.)
Citroen Berlingo PLUS 1.2l MPV M (110PS) SCHALTER +MET++,26390.0,Keine Angabe,50.0,- (Erstzulassung),Schaltgetriebe,Benzin,81 kW (110 PS),"7,6 l/100 km (komb.)",171 g/km (komb.)
Citroen Berlingo PLUS 1.2l MPV M (110PS) SCHALTER +MET++,26390.0,Keine Angabe,50.0,- (Erstzulassung),Schaltgetriebe,Benzin,81 kW (110 PS),"7,6 l/100 km (komb.)",171 g/km (komb.)
Citroen Berlingo Kasten L2 Doppelkabine VarioSpace,26480.0,Hoher Preis,100.0,01/2024,Schaltgetriebe,Diesel,75 kW (102 PS),"6,1 l/100 km (komb.)",161 g/km (komb.)
Citroen Berlingo MPV Shine M,26490.0,Keine Angabe,11500.0,07/2023,- Getriebe,Diesel,96 kW (131 PS),- (l/100 km),- (g/km)
Citroen Berlingo PureTech 130 EAT8 Klimaaut/PDC/Sitzhzg,26490.0,Sehr guter Preis,750.0,06/2023,Automatik,Benzin,96 kW (131 PS),"5,4 l/100 km (komb.)",124 g/km (komb.)
Citroen Berlingo M HDI 100 Plus Kamera PDC SHZ 2 Schiebe,26490.0,Keine Angabe,15.0,03/2025,Schaltgetriebe,Diesel,74 kW (101 PS),"5,3 l/100 km (komb.)",139 g/km (komb.)
Citroen Berlingo 1.5 BlueHDi M Plus+LED+Spurhalteassistent+Tempomat,26490.0,Keine Angabe,900.0,10/2024,Schaltgetriebe,Diesel,75 kW (102 PS),"5,3 l/100 km (komb.)",138 g/km (komb.)
Citroen Berlingo MPV Plus M 1.2 PureTech 110 EU6e LED Apple CarPlay,26490.0,Keine Angabe,5000.0,05/2024,Schaltgetriebe,Benzin,81 kW (110 PS),"6,8 l/100 km (komb.)",153 g/km (komb.)
Citroen Berlingo Feel Elektromotor M,26490.0,Sehr guter Preis,10.0,07/2023,Automatik,Elektro,100 kW (136 PS),"19,8 kWh/100 km (komb.)",0 g/km (komb.)
Citroen Berlingo AT8 Feel Pack XL 7-Sitze AHK/Navi/HuD,26905.0,Fairer Preis,57244.0,05/2021,Automatik,Benzin,96 kW (131 PS),"7,1 l/100 km (komb.)",159 g/km (komb.)
Citroen Berlingo PLus PT 110 1.2  LED°CarPlay°ACC°RFK°,26590.0,Fairer Preis,50.0,02/2025,Schaltgetriebe,Benzin,81 kW (110 PS),"6,4 l/100 km (komb.)",144 g/km (komb.)
Citroen Berlingo PLus PT 110 1.2 LED°CarPlay°ACC°RFK°ALU,26590.0,Fairer Preis,50.0,02/2025,Schaltgetriebe,Benzin,81 kW (110 PS),"6,4 l/100 km (komb.)",143 g/km (komb.)
Citroen Berlingo Shine Elektromotor M,26590.0,Fairer Preis,11103.0,12/2023,Automatik,Elektro,100 kW (136 PS),"20,5 kWh/100 km (komb.)",0 g/km (komb.)
Citroen Berlingo Shine Elektromotor M,26590.0,Guter Preis,12197.0,08/2023,Automatik,Elektro,100 kW (136 PS),"20,5 kWh/100 km (komb.)",0 g/km (komb.)
Citroen Berlingo Shine Elektromotor M,26590.0,Fairer Preis,13695.0,08/2023,Automatik,Elektro,100 kW (136 PS),"20,5 kWh/100 km (komb.)",0 g/km (komb.)
Citroen Berlingo e-Berlingo Shine XL AT/Navi/Shz/180°Kamera/Klima,26640.0,Keine Angabe,19000.0,04/2023,Automatik,Elektro,100 kW (136 PS),"20,9 kWh/100 km (komb.)",0 g/km (komb.)
Citroen Berlingo MPV XL PureTech 110 PLUS (E),26720.0,Keine Angabe,10.0,03/2025,Schaltgetriebe,Benzin,81 kW (110 PS),"6,9 l/100 km (komb.)",155 g/km (komb.)
Citroen Berlingo Shine XL PT130 AT°RFK°SHZ°Navi°AAC°TWA°,26780.0,Fairer Preis,28600.0,04/2023,Automatik,Benzin,96 kW (131 PS),"7,1 l/100 km (komb.)",159 g/km (komb.)
Citroen Berlingo e- M 136 Live Pack KLIMA PDC,26980.0,Keine Angabe,1500.0,05/2023,Automatik,Elektro,100 kW (136 PS),,0 g/km (komb.)
Citroen Berlingo 1.2 PureTech Shine XL Aut.*NAVI*CAM*SHZ*TEMPO*,28090.0,Sehr guter Preis,14790.0,01/2023,Automatik,Benzin,96 kW (131 PS),"5,6 l/100 km (komb.)",158 g/km (komb.)
"Citroen Berlingo Berlingo XL- LPG ! Camper mit Küche,WC,Sitzecke",26790.0,Keine Angabe,90000.0,06/2019,Schaltgetriebe,Benzin,81 kW (110 PS),"5,4 l/100 km (komb.)",124 g/km (komb.)
Citroen Berlingo MPV Feel M PT 110 Kamera*NAVI*Android,26790.0,Keine Angabe,11000.0,04/2024,Schaltgetriebe,Benzin,81 kW (110 PS),"7,1 l/100 km (komb.)",160 g/km (komb.)
Citroen Berlingo BlueHDi 102PS S&S M PLUS Style&Comfort,26800.0,Keine Angabe,5000.0,03/2025,Schaltgetriebe,Diesel,75 kW (102 PS),"5,3 l/100 km (komb.)",140 g/km (komb.)
Citroen Berlingo M BlueHDi 100 PLUS,26890.0,Keine Angabe,0.0,02/2025,Schaltgetriebe,Diesel,75 kW (102 PS),"6,3 l/100 km (komb.)",139 g/km (komb.)
Citroen Berlingo Plus M BlueHDi 100 *1.Hand *Sitzhzg.,26900.0,Keine Angabe,10.0,02/2025,Schaltgetriebe,Diesel,75 kW (102 PS),"5,3 l/100 km (komb.)",139 g/km (komb.)
Citroen Berlingo ë-Berlingo M Elektromotor 136 SHINE,26900.0,Guter Preis,5500.0,09/2023,Automatik,Elektro,100 kW (136 PS),,0 g/km (komb.)
Citroen Berlingo ë-Berlingo XL 136 SHINE*STDHZ*NAVI*SHZ*RFK*,26900.0,Fairer Preis,10150.0,05/2023,Automatik,Elektro,100 kW (136 PS),,0 g/km (komb.)
Citroen Berlingo Live Pack Elektromotor M,26900.0,Keine Angabe,30.0,08/2023,Automatik,Elektro,100 kW (136 PS),,0 g/km (komb.)
Citroen Berlingo AT8 Feel Pack XL 7-Sitze AHK/Navi/HuD,26905.0,Fairer Preis,57244.0,05/2021,Automatik,Benzin,96 kW (131 PS),"7,1 l/100 km (komb.)",159 g/km (komb.)
Citroen Berlingo AT8 Feel Pack XL 7-Sitze AHK/Navi/HuD,26905.0,Fairer Preis,57244.0,05/2021,Automatik,Benzin,96 kW (131 PS),"7,1 l/100 km (komb.)",159 g/km (komb.)
Citroen Berlingo ë-Berlingo Berlingo M Elektro 136 Feel*,26940.0,Keine Angabe,5.0,09/2023,Automatik,Elektro,100 kW (136 PS),"19,5 kWh/100 km (komb.)",0 g/km (komb.)
Citroen Berlingo MPV M PureTech 110 S&S Plus,26950.0,Keine Angabe,5.0,- (Erstzulassung),Schaltgetriebe,Benzin,81 kW (110 PS),"7,1 l/100 km (komb.)",160 g/km (komb.)
Citroen Berlingo MPV M PureTech 110 S&S Plus,26950.0,Keine Angabe,5.0,- (Erstzulassung),Schaltgetriebe,Benzin,81 kW (110 PS),"7,1 l/100 km (komb.)",160 g/km (komb.)
Citroen Berlingo M BlueHDi 100 S&S Feel Pack,26950.0,Fairer Preis,250.0,02/2023,Schaltgetriebe,Diesel,75 kW (102 PS),"5,5 l/100 km (komb.)",144 g/km (komb.)
Citroen Berlingo PKW Pure Tec 110 Plus,26950.0,Fairer Preis,1500.0,02/2025,Schaltgetriebe,Benzin,80 kW (109 PS),"6,4 l/100 km (komb.)",144 g/km (komb.)
Citroen Berlingo 1.5 BlueHDi  XL Shine AT. 7-Sitz SHZ Navi Kamera,26970.0,Keine Angabe,61100.0,08/2020,Automatik,Diesel,96 kW (131 PS),- (l/100 km),- (g/km)
Citroen Berlingo ë-Berlingo M Shine Klimaautom Keyless Rückfahrkam.,26980.0,Keine Angabe,6948.0,05/2023,Automatik,Elektro,100 kW (136 PS),"20,5 kWh/100 km (komb.)",0 g/km (komb.)
Citroen Berlingo e- M 136 Live Pack KLIMA PDC,26980.0,Keine Angabe,1500.0,05/2023,Automatik,Elektro,100 kW (136 PS),,0 g/km (komb.)
Citroen Berlingo 1.5 HDI EAT8 MPV Plus M Frei bestellbar,26980.0,Keine Angabe,,- (Erstzulassung),Automatik,Diesel,96 kW (131 PS),"5,8 l/100 km (komb.)",152 g/km (komb.)
Citroen Berlingo e- M 136 Live Pack KLIMA PDC,26980.0,Keine Angabe,1500.0,05/2023,Automatik,Elektro,100 kW (136 PS),,0 g/km (komb.)
Citroen Berlingo M PureTech 110 PLUS,26990.0,Fairer Preis,2500.0,12/2024,Schaltgetriebe,Benzin,81 kW (110 PS),"6,4 l/100 km (komb.)",144 g/km (komb.)
Citroen Berlingo Shine Elektromotor M Kamera Sitzheizung,26990.0,Sehr guter Preis,20.0,10/2024,Automatik,Elektro,100 kW (136 PS),"20,6 kWh/100 km (komb.)",0 g/km (komb.)
Citroen Berlingo M PureTech 110 PLUS,26990.0,Guter Preis,2500.0,01/2025,Schaltgetriebe,Benzin,81 kW (110 PS),"6,4 l/100 km (komb.)",143 g/km (komb.)
Citroen Berlingo Plus M 1.2 PureTech 110 EU6e digitales Cockpit LED,26990.0,Keine Angabe,5.0,02/2025,Schaltgetriebe,Benzin,81 kW (110 PS),"6,4 l/100 km (komb.)",143 g/km (komb.)
Citroen Berlingo Plus M 1.2 PureTech 110 EU6e digitales Cockpit LED,26990.0,Keine Angabe,5.0,02/2025,Schaltgetriebe,Benzin,81 kW (110 PS),"6,4 l/100 km (komb.)",143 g/km (komb.)
Citroen Berlingo Shine M AUTOM.NAVI+CAM KLIMAAUTO SITZH.,26990.0,Sehr guter Preis,5235.0,02/2023,Automatik,Benzin,96 kW (131 PS),"5,4 l/100 km (komb.)",154 g/km (komb.)
Citroen Berlingo M PureTech 110 PLUS,26990.0,Erhöhter Preis,4000.0,11/2024,Schaltgetriebe,Benzin,81 kW (110 PS),"6,4 l/100 km (komb.)",144 g/km (komb.)
Citroen Berlingo M PureTech 110 PLUS,26990.0,Fairer Preis,2500.0,10/2024,Schaltgetriebe,Benzin,81 kW (110 PS),"6,4 l/100 km (komb.)",144 g/km (komb.)
Citroen Berlingo PT 110 Plus M*SHZ*Kamera*,26990.0,Keine Angabe,17.0,07/2024,Schaltgetriebe,Benzin,81 kW (110 PS),"6,3 l/100 km (komb.)",145 g/km (komb.)
Citroen Berlingo PT 110 Plus M*Kamera*SHZ*,26990.0,Keine Angabe,15.0,07/2024,Schaltgetriebe,Benzin,81 kW (110 PS),"6,3 l/100 km (komb.)",145 g/km (komb.)
Citroen Berlingo MPV M BlueHDi 130 Navi  Apple CarPlay Android Auto,26990.0,Keine Angabe,10000.0,09/2023,Schaltgetriebe,Diesel,96 kW (131 PS),"6,0 l/100 km (komb.)",157 g/km (komb.)
Citroen Berlingo XL BlueHDi 130 Klimaaut/Navi/PDC/7 Sitze,26999.0,Keine Angabe,32047.0,08/2020,Schaltgetriebe,Diesel,96 kW (131 PS),"4,4 l/100 km (komb.)",- (g/km)
Citroen Berlingo PureTech 130 XL EAT8 Klimaaut/PDC+Cam,26999.0,Erhöhter Preis,9010.0,12/2020,Automatik,Benzin,96 kW (131 PS),"5,6 l/100 km (komb.)",126 g/km (komb.)
Citroen Berlingo Berlingo+M+PureTech+110+PLUS,27000.0,Guter Preis,250.0,01/2025,Schaltgetriebe,Benzin,81 kW (110 PS),"6,3 l/100 km (komb.)",144 g/km (komb.)
Citroen Berlingo MPV XL PureTech 110 S&S Plus,27450.0,Keine Angabe,5.0,- (Erstzulassung),Schaltgetriebe,Benzin,81 kW (110 PS),"7,2 l/100 km (komb.)",162 g/km (komb.)
Citroen Berlingo MPV XL PureTech 110 S&S Plus,27450.0,Keine Angabe,5.0,- (Erstzulassung),Schaltgetriebe,Benzin,81 kW (110 PS),"7,2 l/100 km (komb.)",162 g/km (komb.)
Citroen Berlingo MPV M HDI 130 EAT8 Plus Family Umbau,27480.0,Keine Angabe,10.0,03/2025,Automatik,Diesel,96 kW (131 PS),"5,8 l/100 km (komb.)",152 g/km (komb.)
Citroen Berlingo MPVBlueHdi 130 EAT8 Plus M Family Umbau,27480.0,Keine Angabe,10.0,03/2025,Automatik,Diesel,96 kW (131 PS),"5,8 l/100 km (komb.)",152 g/km (komb.)
Citroen Berlingo Blue-HDi 130 Max  XL 5 EAT8,27490.0,Sehr guter Preis,14600.0,05/2024,Automatik,Diesel,96 kW (131 PS),"5,8 l/100 km (komb.)",151 g/km (komb.)
Citroen Berlingo MPV M Plus BlueHDI 100 *PRIVAT*,27490.0,Erhöhter Preis,10.0,01/2025,Schaltgetriebe,Diesel,75 kW (102 PS),"5,4 l/100 km (komb.)",142 g/km (komb.)
Citroen Berlingo Berlingo M PureTech 110 Plus 180°Cam Style Pa.,27535.0,Keine Angabe,5.0,- (Erstzulassung),Schaltgetriebe,Benzin,81 kW (110 PS),"6,4 l/100 km (komb.)",145 g/km (komb.)
Citroen Berlingo Klima Rückfahrkamera Sitzheizung Fenster el.,27590.0,Sehr guter Preis,100.0,08/2023,Automatik,Elektro,100 kW (136 PS),"20,6 kWh/100 km (komb.)",0 g/km (komb.)
"Citroen Berlingo XL 100 Plus 16Z 7-S 10""-DAB PDC PrivG",27688.0,Keine Angabe,10.0,04/2025,Schaltgetriebe,Diesel,75 kW (102 PS),"5,6 l/100 km (komb.)",146 g/km (komb.)
Citroen Berlingo E-Berlingo M 136 Shine | RCam - SH - TMP - PDC,27700.0,Keine Angabe,6500.0,07/2023,Automatik,Elektro,100 kW (136 PS),- (l/100 km),0 g/km (komb.)
Citroen Berlingo PureTech 110 Plus,27880.0,Keine Angabe,5.0,- (Erstzulassung),Schaltgetriebe,Benzin,81 kW (110 PS),"6,4 l/100 km (komb.)",144 g/km (komb.)
Citroen Berlingo PureTech 110 Plus,27880.0,Keine Angabe,5.0,- (Erstzulassung),Schaltgetriebe,Benzin,81 kW (110 PS),"6,4 l/100 km (komb.)",144 g/km (komb.)
Citroen Berlingo Plus M 1.5 BlueHDi 100 FAP EU6e digitales Cockpit,27890.0,Keine Angabe,2999.0,03/2025,Schaltgetriebe,Diesel,75 kW (102 PS),"5,3 l/100 km (komb.)",139 g/km (komb.)
Citroen Berlingo MPV Feel M,27900.0,Keine Angabe,30.0,02/2025,Schaltgetriebe,Benzin,81 kW (110 PS),"6,8 l/100 km (komb.)",152 g/km (komb.)
Citroen Berlingo MPV M PureTech 110 PLUS,27900.0,Fairer Preis,150.0,12/2024,Schaltgetriebe,Benzin,81 kW (110 PS),"6,4 l/100 km (komb.)",144 g/km (komb.)
Citroen Berlingo PKW Pure Tec 110 Plus,27950.0,Fairer Preis,1500.0,04/2025,Schaltgetriebe,Benzin,80 kW (109 PS),"6,4 l/100 km (komb.)",144 g/km (komb.)
