title,price,price_label,mileage,first_registration,transmission,fuel_type,power,consumption,cO2_emissions
"Citroen Berlingo Feel Pack M Navi, Bluetooth DIESEL",19990.0,Fairer Preis,66717.0,08/2021,Schaltgetriebe,Diesel,75 kW (102 PS),"4,2 l/100 km (komb.)",111 g/km (komb.)
"Citroen Berlingo Feel M **SHZ, 1.Hand**",19990.0,Fairer Preis,49800.0,04/2021,Schaltgetriebe,Diesel,75 kW (102 PS),- (l/100 km),- (g/km)
Citroen Berlingo Feel Pack M *Automatik*,19990.0,Sehr guter Preis,88499.0,05/2021,Automatik,Benzin,96 kW (131 PS),"6,4 l/100 km (komb.)",127 g/km (komb.)
Citroen Berlingo 1.2 PureTech 130 Shine M Klima,19990.0,Sehr guter Preis,58100.0,12/2019,Automatik,Benzin,96 kW (131 PS),- (l/100 km),- (g/km)
Citroen Berlingo Shine M Panoramadach Sitzheizg Navi,19990.0,Hoher Preis,99753.0,11/2018,Schaltgetriebe,Diesel,96 kW (131 PS),- (l/100 km),- (g/km)
Citroen Berlingo Feel M Navi Klima AWR,19990.0,Erhöhter Preis,52000.0,09/2020,Schaltgetriebe,Diesel,75 kW (102 PS),- (l/100 km),- (g/km)
Citroen Berlingo Standhzg AHK Klima Navi SHZ PDC Kamera,19990.0,Sehr guter Preis,51100.0,09/2019,Schaltgetriebe,Diesel,96 kW (131 PS),"5,3 l/100 km (komb.)",139 g/km (komb.)
Citroen Berlingo PureTech 110 Klimaaut PDC Touchscreen Privacy,19999.0,Keine Angabe,11500.0,09/2020,Schaltgetriebe,Benzin,81 kW (110 PS),- (l/100 km),- (g/km)
Citroen Berlingo Berlingo Shine M/Automatik/Kamera/HeadUp/PDC/ZV,19999.0,Fairer Preis,94000.0,10/2020,Automatik,Diesel,96 kW (131 PS),- (l/100 km),- (g/km)
Citroen Berlingo Shine M 1.Hand Automatik 7 Sitze DAB Cam AHK,19999.0,Fairer Preis,99200.0,01/2019,Automatik,Diesel,96 kW (131 PS),"4,5 l/100 km (komb.)",118 g/km (komb.)
Citroen Berlingo PureTech 110 Klima/Sitzhzg/PDC/Tempomat,19999.0,Fairer Preis,31990.0,01/2021,Schaltgetriebe,Benzin,81 kW (110 PS),- (l/100 km),- (g/km)
Citroen Berlingo Shine M 1.2 PureTech 110 EU6d HUD Navi Apple CarPl,20650.0,Fairer Preis,31000.0,09/2019,Schaltgetriebe,Benzin,81 kW (110 PS),"6,9 l/100 km (komb.)",200 g/km (komb.)
Citroen Berlingo Feel M PureTech 110 AWR Navi Apple CarPlay Android,20850.0,Guter Preis,28633.0,02/2022,Schaltgetriebe,Benzin,81 kW (110 PS),"6,5 l/100 km (komb.)",147 g/km (komb.)
Citroen Berlingo Feel 1.2 110 Navi 360°Kamera DAB Sitzheizung,20890.0,Keine Angabe,55800.0,10/2020,Schaltgetriebe,Benzin,81 kW (110 PS),"5,3 l/100 km (komb.)",122 g/km (komb.)
Citroen Berlingo Feel 1.2 110 Navi 360°Kamera DAB Sitzheizung,20890.0,Keine Angabe,58000.0,11/2020,Schaltgetriebe,Benzin,81 kW (110 PS),"5,3 l/100 km (komb.)",122 g/km (komb.)
Citroen Berlingo Live 7 Sitze Klima,20900.0,Fairer Preis,15800.0,12/2019,Schaltgetriebe,Sonstige,81 kW (110 PS),"5,3 l/100 km (komb.)",123 g/km (komb.)
Citroen Berlingo Feel 1.5 BlueHDi 130 FAP EU6d M BHD 130 HUD AHK-ab,20950.0,Sehr guter Preis,55005.0,07/2020,Schaltgetriebe,Diesel,96 kW (131 PS),- (l/100 km),- (g/km)
Citroen Berlingo Kombi Feel Behindertengerecht-Rampe,20950.0,Erhöhter Preis,70514.0,12/2016,Schaltgetriebe,Diesel,73 kW (99 PS),"4,3 l/100 km (komb.)",114 g/km (komb.)
Citroen Berlingo 1.5 HDi Shine XL 7. Sitzer - HUD (14),20950.0,Fairer Preis,105000.0,04/2021,Automatik,Diesel,96 kW (131 PS),"4,2 l/100 km (komb.)",111 g/km (komb.)
Citroen Berlingo Shine M*Navi*Kamera*DAB*1.Hand*Head-up*,20990.0,Fairer Preis,87688.0,12/2020,Automatik,Benzin,96 kW (131 PS),"5,6 l/100 km (komb.)",127 g/km (komb.)
"Citroen Berlingo Shine XL Sitzhnzg, Klima",20990.0,Fairer Preis,82200.0,05/2019,Schaltgetriebe,Diesel,96 kW (131 PS),"4,5 l/100 km (komb.)",119 g/km (komb.)
Citroen Berlingo XTR Shine M Auto Pano Navi STHZ AHK LED,20990.0,Erhöhter Preis,113500.0,02/2019,Automatik,Diesel,96 kW (131 PS),- (l/100 km),- (g/km)
Citroen Berlingo Feel M KLIMAAUTO CAM SITZHEIZ. APPLE,20990.0,Fairer Preis,33650.0,01/2022,Schaltgetriebe,Benzin,81 kW (110 PS),- (l/100 km),145 g/km (komb.)
Citroen Berlingo PureTech 110 M Klimaaut/Camping-Box/PDC,20999.0,Erhöhter Preis,35160.0,07/2019,Schaltgetriebe,Benzin,81 kW (110 PS),"5,4 l/100 km (komb.)",124 g/km (komb.)
Citroen Berlingo 1.5 Blue-HDi Shine M *NAVI*HEAD-UP*ACC*CAM*PDC*SHZ,21290.0,Fairer Preis,57877.0,01/2020,Schaltgetriebe,Diesel,96 kW (131 PS),"4,3 l/100 km (komb.)",150 g/km (komb.)
Citroen Berlingo M PureTech 130 EAT8 SHINE,21350.0,Sehr guter Preis,68000.0,11/2020,Automatik,Benzin,96 kW (131 PS),- (l/100 km),- (g/km)
Citroen Berlingo Shine XL,21490.0,Guter Preis,86177.0,10/2020,Automatik,Benzin,96 kW (131 PS),"7,0 l/100 km (komb.)",158 g/km (komb.)
Citroen Berlingo Shine XL 7-SITZER°ACC°HEAD-UP°KAMERA,21490.0,Erhöhter Preis,93200.0,11/2019,Schaltgetriebe,Diesel,96 kW (131 PS),"4,5 l/100 km (komb.)",118 g/km (komb.)
Citroen Berlingo Feel Automatik | Navi | PDC+Kamera |AHK,21500.0,Sehr guter Preis,55000.0,07/2019,Automatik,Diesel,96 kW (131 PS),"4,3 l/100 km (komb.)",115 g/km (komb.)
Citroen Berlingo M BlueHDi 100 FEEL,21500.0,Guter Preis,105450.0,09/2020,Schaltgetriebe,Diesel,75 kW (102 PS),"6,7 l/100 km (komb.)",176 g/km (komb.)
Citroen Berlingo Berlingo M PureTech 110 Feel,21500.0,Guter Preis,6000.0,11/2020,Schaltgetriebe,Benzin,81 kW (110 PS),"5,3 l/100 km (komb.)",122 g/km (komb.)
Citroen Berlingo Shine M Navi|ACC|HeadUp|Kamera|SHZ|PDC,21527.0,Fairer Preis,67074.0,11/2020,Schaltgetriebe,Diesel,96 kW (131 PS),- (l/100 km),- (g/km)
Citroen Berlingo Shine M 1.2 PureTech 110 7-Sitzer Navi Apple CarPl,21690.0,Fairer Preis,56652.0,07/2019,Schaltgetriebe,Benzin,81 kW (110 PS),"7,2 l/100 km (komb.)",164 g/km (komb.)
Citroen Berlingo Feel Elektromotor M SHZ PDC DAB,21750.0,Fairer Preis,25782.0,01/2022,Automatik,Elektro,100 kW (136 PS),"19,3 kWh/100 km (komb.)",0 g/km (komb.)
Citroen Berlingo 1.5 BlueHDi 130 FAP FEEL M AHK SITZHZG DAB+,21750.0,Erhöhter Preis,67928.0,05/2019,Automatik,Diesel,96 kW (131 PS),- (l/100 km),- (g/km)
Citroen Berlingo Shine M Automatik+Kamera+Navi+DAB,21850.0,Keine Angabe,59880.0,08/2020,Automatik,Benzin,96 kW (131 PS),"5,6 l/100 km (komb.)",127 g/km (komb.)
Citroen Berlingo Shine M Blue HDi130 XTR  Standheizung,21900.0,Sehr guter Preis,46200.0,10/2020,Schaltgetriebe,Diesel,96 kW (131 PS),"4,3 l/100 km (komb.)",113 g/km (komb.)
Citroen Berlingo Feel Pack M |NAVI|TEMPO.|PDC|SPURH.|AHK,21900.0,Guter Preis,40900.0,02/2021,Schaltgetriebe,Diesel,96 kW (131 PS),"4,3 l/100 km (komb.)",- (g/km)
"Citroen Berlingo Shine XL, Navi, Kamera, AHK, Klimaautomatik",21900.0,Fairer Preis,69800.0,03/2021,Schaltgetriebe,Diesel,96 kW (131 PS),- (l/100 km),- (g/km)
Citroen Berlingo M PureTech 110 FEEL,21900.0,Fairer Preis,28000.0,01/2023,Schaltgetriebe,Benzin,81 kW (110 PS),"6,0 l/100 km (komb.)",156 g/km (komb.)
"Citroen Berlingo Feel M, Rückfahrkamera, Navigation",21950.0,Keine Angabe,56665.0,05/2020,Schaltgetriebe,Diesel,96 kW (131 PS),"4,3 l/100 km (komb.)",112 g/km (komb.)
Citroen Berlingo Shine XTR PANO AHK ACC HeadUp 1-Hand,21980.0,Guter Preis,94000.0,11/2018,Automatik,Diesel,96 kW (131 PS),"4,5 l/100 km (komb.)",118 g/km (komb.)
Citroen Berlingo Live Pack PureTech 110 1.2,21980.0,Keine Angabe,28000.0,11/2022,Schaltgetriebe,Benzin,81 kW (110 PS),"7,0 l/100 km (komb.)",122 g/km (komb.)
Citroen Berlingo 1.5 BlueHDi 130 FAP Shine XL 7-Sitze,21980.0,Keine Angabe,126804.0,04/2021,Schaltgetriebe,Diesel,96 kW (131 PS),- (l/100 km),- (g/km)
Citroen Berlingo 1.6 VTi 95 EU6 Selection behindertengerecht,21980.0,Keine Angabe,81500.0,09/2016,Schaltgetriebe,Benzin,72 kW (98 PS),- (l/100 km),- (g/km)
Citroen Berlingo Feel M Automatik SHZ PDC Navi Cam,21980.0,Fairer Preis,47300.0,04/2020,Automatik,Benzin,96 kW (131 PS),"5,6 l/100 km (komb.)",127 g/km (komb.)
Citroen Berlingo Kombi Selection~Handgas~Rollstuhlrampe,21990.0,Sehr guter Preis,39657.0,08/2014,Automatik,Diesel,68 kW (92 PS),"5,0 l/100 km (komb.)",133 g/km (komb.)
Citroen Berlingo 1.2 PureTech Feel M Aut.*TEMPO*PDC*KLIMA*,21990.0,Guter Preis,24326.0,04/2020,Automatik,Benzin,96 kW (131 PS),"5,6 l/100 km (komb.)",157 g/km (komb.)
Citroen Berlingo Feel Elektromotor M Klima Einparkhilfe,21990.0,Sehr guter Preis,19750.0,04/2023,Automatik,Elektro,100 kW (136 PS),"20,5 kWh/100 km (komb.)",0 g/km (komb.)
Citroen Berlingo 1.5 HDI MPV Shine M,21999.0,Sehr guter Preis,80200.0,03/2023,Automatik,Diesel,96 kW (131 PS),- (l/100 km),- (g/km)
Citroen Berlingo Feel Pack M,22000.0,Sehr guter Preis,23750.0,07/2023,Schaltgetriebe,Diesel,96 kW (131 PS),- (l/100 km),- (g/km)
"Citroen Berlingo MPV 100 You 10""-DAB PDC SafetyP Temp",22188.0,Keine Angabe,10.0,11/2024,Schaltgetriebe,Diesel,75 kW (102 PS),"5,5 l/100 km (komb.)",143 g/km (komb.)
"Citroen Berlingo MPV 100 You 10""-DAB PDC SafetyP Temp",22188.0,Keine Angabe,10.0,11/2024,Schaltgetriebe,Diesel,75 kW (102 PS),"5,5 l/100 km (komb.)",143 g/km (komb.)
"Citroen Berlingo MPV 100 You 10""-DAB PDC SafetyP Temp",22188.0,Keine Angabe,10.0,11/2024,Schaltgetriebe,Diesel,75 kW (102 PS),"5,5 l/100 km (komb.)",143 g/km (komb.)
"Citroen Berlingo MPV 100 You 10""-DAB PDC SafetyP Temp",22188.0,Keine Angabe,10.0,11/2024,Schaltgetriebe,Diesel,75 kW (102 PS),"5,5 l/100 km (komb.)",143 g/km (komb.)
"Citroen Berlingo MPV 100 You 10""-DAB PDC SafetyP Temp",22188.0,Keine Angabe,10.0,11/2024,Schaltgetriebe,Diesel,75 kW (102 PS),"5,5 l/100 km (komb.)",143 g/km (komb.)
"Citroen Berlingo MPV 100 You 10""-DAB PDC SafetyP Temp",22188.0,Keine Angabe,10.0,11/2024,Schaltgetriebe,Diesel,75 kW (102 PS),"5,5 l/100 km (komb.)",143 g/km (komb.)
Citroen Berlingo M PureTech 110 FEEL / 7 Sitze / Navi,22250.0,Guter Preis,53375.0,10/2020,Schaltgetriebe,Benzin,81 kW (110 PS),"5,4 l/100 km (komb.)",123 g/km (komb.)
Citroen Berlingo Berlingo XL PureTech 110 Feel 7 Sitzer AZV PDC,22445.0,Fairer Preis,28875.0,02/2023,Schaltgetriebe,Benzin,81 kW (110 PS),"4,8 l/100 km (komb.)",122 g/km (komb.)
Citroen Berlingo Feel M Carplay/ACC/Pano/SHZ/PDC/Kam,22480.0,Erhöhter Preis,38100.0,10/2020,Schaltgetriebe,Benzin,81 kW (110 PS),- (l/100 km),- (g/km)
Citroen Berlingo BERLINGO M BLUEHDI 130 SHINE,22490.0,Sehr guter Preis,48010.0,07/2022,Schaltgetriebe,Diesel,96 kW (131 PS),- (l/100 km),0 g/km (komb.)
Citroen Berlingo M PureTech 130 EAT8 FEEL,22550.0,Keine Angabe,40000.0,01/2022,Automatik,Benzin,96 kW (131 PS),"7,0 l/100 km (komb.)",159 g/km (komb.)
Citroen Berlingo Feel XL Navivorb.Klimaautom.,22600.0,Erhöhter Preis,15900.0,02/2021,Schaltgetriebe,Benzin,81 kW (110 PS),"5,5 l/100 km (komb.)",125 g/km (komb.)
Citroen Berlingo BERLINGO Kawa PureTech 110 1.2,22680.0,Keine Angabe,100.0,- (Erstzulassung),Schaltgetriebe,Benzin,81 kW (110 PS),"6,3 l/100 km (komb.)",142 g/km (komb.)
"Citroen Berlingo MPV 100 You 10""-DAB PDC SafetyP Temp 75 kW (102...",22688.0,Keine Angabe,10.0,11/2024,Schaltgetriebe,Diesel,75 kW (102 PS),"5,5 l/100 km (komb.)",143 g/km (komb.)
Citroen Berlingo BlueHDi 100 M Plus RFK/LED -21%*,22780.0,Keine Angabe,10.0,11/2024,Schaltgetriebe,Diesel,75 kW (102 PS),"6,3 l/100 km (komb.)",139 g/km (komb.)
Citroen Berlingo M PT110 Feel | Navi - SH - RCam - TW,22790.0,Keine Angabe,46800.0,11/2020,Schaltgetriebe,Benzin,81 kW (110 PS),"6,4 l/100 km (komb.)",145 g/km (komb.)
Citroen Berlingo Feel Pack XL,22800.0,Sehr guter Preis,62773.0,06/2021,Automatik,Benzin,96 kW (131 PS),"7,0 l/100 km (komb.)",159 g/km (komb.)
Citroen Berlingo 1.5 HDI XL 7-Sitze+Automatik+Standhzg,22850.0,Keine Angabe,85800.0,08/2019,Automatik,Diesel,96 kW (131 PS),"4,4 l/100 km (komb.)",117 g/km (komb.)
Citroen Berlingo Shine M Kamera/Android/PDC,22880.0,Sehr guter Preis,7907.0,05/2023,Automatik,Elektro,100 kW (136 PS),"20,5 kWh/100 km (komb.)",0 g/km (komb.)
Citroen Berlingo M Elektro 136 Shine Kamera CarPlay Lichtsensor,22890.0,Erhöhter Preis,28100.0,12/2022,Automatik,Elektro,100 kW (136 PS),,0 g/km (komb.)
Citroen Berlingo M Elektro 5-Sitzer Klima DAB-Radio PDC hinten,22890.0,Erhöhter Preis,40000.0,03/2023,Automatik,Elektro,57 kW (77 PS),,0 g/km (komb.)
Citroen Berlingo 1.2 PureTech 110 M NAVI KAMERA SH  Shine,22890.0,Hoher Preis,46100.0,06/2019,Schaltgetriebe,Benzin,81 kW (110 PS),- (l/100 km),- (g/km)
Citroen Berlingo XL BlueHDi 130 S&S Shine,22900.0,Sehr guter Preis,65200.0,05/2021,Schaltgetriebe,Diesel,96 kW (131 PS),"5,4 l/100 km (komb.)",142 g/km (komb.)
Citroen Berlingo 1.2 PureTech 110 MPV Feel PDC LM SpurH,22900.0,Keine Angabe,10.0,06/2024,Schaltgetriebe,Benzin,80 kW (109 PS),"7,1 l/100 km (komb.)",160 g/km (komb.)
Citroen Berlingo BERLINGO MPV  BLUEHDI 130 S&S FEEL,22900.0,Sehr guter Preis,21260.0,07/2023,Schaltgetriebe,Diesel,96 kW (131 PS),- (l/100 km),0 g/km (komb.)
Citroen Berlingo 1.2 Feel M,22900.0,Guter Preis,50000.0,06/2021,Automatik,Benzin,96 kW (131 PS),- (l/100 km),- (g/km)
Citroen Berlingo Elektro,22900.0,Sehr guter Preis,28000.0,05/2023,Automatik,Elektro,100 kW (136 PS),"18,0 kWh/100 km (komb.)",0 g/km (komb.)
Citroen Berlingo Shine XL Navi Automatik,22950.0,Fairer Preis,92400.0,11/2020,Automatik,Diesel,96 kW (131 PS),"4,2 l/100 km (komb.)",111 g/km (komb.)
"Citroen Berlingo 1,5 BlueHDI 100 Feel 7-Sitzer PDC",22960.0,Keine Angabe,54900.0,05/2020,Schaltgetriebe,Diesel,75 kW (102 PS),- (l/100 km),- (g/km)
Citroen Berlingo Plus M PureTech 110 S&S Plus,22980.0,Keine Angabe,4500.0,12/2024,Schaltgetriebe,Benzin,81 kW (110 PS),"6,4 l/100 km (komb.)",143 g/km (komb.)
Citroen Berlingo XL PureTech 130 EAT8 Feel 7-Sitzer AHK Navi Apple,22990.0,Guter Preis,69400.0,11/2020,Automatik,Benzin,96 kW (131 PS),- (l/100 km),- (g/km)
Citroen Berlingo Feel Pack M,22990.0,Keine Angabe,31000.0,08/2022,Schaltgetriebe,Diesel,96 kW (131 PS),"5,5 l/100 km (komb.)",143 g/km (komb.)
Citroen Berlingo Shine XL 1.5 BlueHDi 130 FAP EU6d HUD Navi Apple C,22990.0,Erhöhter Preis,85236.0,06/2021,Schaltgetriebe,Diesel,96 kW (131 PS),"5,5 l/100 km (komb.)",143 g/km (komb.)
Citroen Berlingo M Feel Pack BlueHdi 130 *Navi*SHZ*,22990.0,Erhöhter Preis,43530.0,02/2023,Schaltgetriebe,Diesel,96 kW (131 PS),"0,0 l/100 km (komb.)",0 g/km (komb.)
Citroen Berlingo Shine XL XTR 7-Sitzer AUTOMATIK KAMERA SHZ TEMPOMA,22997.0,Fairer Preis,77679.0,03/2019,Automatik,Diesel,96 kW (131 PS),- (l/100 km),- (g/km)
Citroen Berlingo Feel M Aut. *NAVI*KAMERA*SHZ*LM*,22999.0,Fairer Preis,64000.0,05/2019,Automatik,Diesel,96 kW (131 PS),"4,4 l/100 km (komb.)",117 g/km (komb.)
Citroen Berlingo M 110 Klima/Sitzhzg/PDC v+h/Kamera,22999.0,Guter Preis,24160.0,03/2023,Schaltgetriebe,Benzin,81 kW (110 PS),"5,4 l/100 km (komb.)",124 g/km (komb.)
Citroen Berlingo XL 110 FEEL Klimaaut/Parktronic/Tempomat,22999.0,Fairer Preis,44100.0,03/2021,Schaltgetriebe,Benzin,81 kW (110 PS),"5,3 l/100 km (komb.)",122 g/km (komb.)
"Citroen Berlingo Berlingo M PureTech 110 Plus**SHZ, Kamera, DAB",23240.0,Keine Angabe,1641.0,12/2024,Schaltgetriebe,Benzin,81 kW (110 PS),"6,3 l/100 km (komb.)",142 g/km (komb.)
Citroen Berlingo MPV M BlueHDi 130 FEEL (E),23390.0,Keine Angabe,100.0,04/2023,Schaltgetriebe,Diesel,96 kW (131 PS),"6,1 l/100 km (komb.)",159 g/km (komb.)
Citroen Berlingo XL Langversion*7 Sitze*Garantie,23450.0,Erhöhter Preis,26200.0,03/2023,Schaltgetriebe,Benzin,81 kW (110 PS),"5,5 l/100 km (komb.)",127 g/km (komb.)
"Citroen Berlingo Shine M PureTech 130 EAT8 *Sitzheizung,Navi uvm.*",23490.0,Sehr guter Preis,74150.0,04/2021,Automatik,Benzin,96 kW (131 PS),"6,9 l/100 km (komb.)",156 g/km (komb.)
Citroen Berlingo Feel M 1.5 BlueHDi 100 FAP,23490.0,Erhöhter Preis,21450.0,12/2020,Schaltgetriebe,Diesel,75 kW (102 PS),"5,5 l/100 km (komb.)",144 g/km (komb.)
Citroen Berlingo XL 130 EAT8  Klimaaut/Cam/AHK,23490.0,Guter Preis,68900.0,12/2020,Automatik,Benzin,96 kW (131 PS),"5,6 l/100 km (komb.)",126 g/km (komb.)
Citroen Berlingo M PureTech 110 S&S Plus*verfügbar,23680.0,Keine Angabe,4500.0,11/2024,Schaltgetriebe,Benzin,81 kW (110 PS),"6,4 l/100 km (komb.)",143 g/km (komb.)
"Citroen Berlingo Feel XL Tempomat, DAB, Bluetooth",23790.0,Fairer Preis,31511.0,03/2023,Schaltgetriebe,Diesel,96 kW (131 PS),- (l/100 km),- (g/km)
Citroen Berlingo Feel M Automatik,23860.0,Fairer Preis,41105.0,08/2020,Automatik,Benzin,96 kW (131 PS),"7,0 l/100 km (komb.)",157 g/km (komb.)
Citroen Berlingo e-Berlingo Shine M 7 Sitze/AT/DAB/Shz/180°Kamera/K,23880.0,Guter Preis,14260.0,03/2023,Automatik,Elektro,100 kW (136 PS),"20,5 kWh/100 km (komb.)",0 g/km (komb.)
Citroen Berlingo Feel M 1.2 PT 110 Sitzheizung Einparkhilfe 2 Schie,23890.0,Erhöhter Preis,18916.0,02/2023,Schaltgetriebe,Benzin,81 kW (110 PS),"6,9 l/100 km (komb.)",156 g/km (komb.)
Citroen Berlingo XL 7-Sitzer  PureTech 130 EAT8 FEEL PACK,23900.0,Guter Preis,61895.0,04/2021,Automatik,Benzin,96 kW (131 PS),"7,1 l/100 km (komb.)",159 g/km (komb.)
Citroen Berlingo MPV You M SOFORT VERFÜGBAR,23900.0,Keine Angabe,12.0,10/2024,Schaltgetriebe,Benzin,81 kW (110 PS),"6,8 l/100 km (komb.)",153 g/km (komb.)
"Citroen Berlingo Shine,XRT,Automatik,Kamera,Standheizung",23950.0,Keine Angabe,77679.0,01/2020,Automatik,Benzin,96 kW (131 PS),"5,6 l/100 km (komb.)",127 g/km (komb.)
Citroen Berlingo 1.2 PureTech 130 Feel XL-Navi*AHK*Kamera*SHZ*Schie,23950.0,Erhöhter Preis,73770.0,09/2021,Automatik,Benzin,96 kW (131 PS),"7,1 l/100 km (komb.)",159 g/km (komb.)
Citroen Berlingo XL BlueHDi 130 FEEL PKW,23950.0,Erhöhter Preis,47253.0,10/2020,Schaltgetriebe,Diesel,96 kW (131 PS),"4,3 l/100 km (komb.)",146 g/km (komb.)
Citroen Berlingo ë-Berlingo M Elektromotor 136 SHINE,23950.0,Guter Preis,12000.0,12/2022,Automatik,Elektro,100 kW (136 PS),,0 g/km (komb.)
"Citroen Berlingo PureTech110 M, 2 Schiebetüren Alufelgen RFK",23950.0,Keine Angabe,10.0,12/2024,Schaltgetriebe,Benzin,81 kW (110 PS),"6,4 l/100 km (komb.)",144 g/km (komb.)
Citroen Berlingo 1.2 PureTech~RFK~SHZ~2xPDC~DAB~NAVI/APP,23977.0,Fairer Preis,1200.0,09/2023,Schaltgetriebe,Benzin,81 kW (110 PS),"7,0 l/100 km (komb.)",160 g/km (komb.)
"Citroen Berlingo Plus M Bluetooth, Klima, Kamera",23990.0,Keine Angabe,1800.0,03/2025,Schaltgetriebe,Benzin,81 kW (110 PS),"6,4 l/100 km (komb.)",144 g/km (komb.)
Citroen Berlingo Shine M*1.HAND*7SITZ*HEADUP*TEMPOMAT*,23990.0,Guter Preis,45500.0,07/2020,Automatik,Benzin,96 kW (131 PS),"5,6 l/100 km (komb.)",127 g/km (komb.)
Citroen Berlingo -e Shine Connect Winter-Paket Navi digitales Cockp,23990.0,Keine Angabe,11000.0,11/2023,Automatik,Elektro,100 kW (136 PS),"20,6 kWh/100 km (komb.)",0 g/km (komb.)
Citroen Berlingo Shine XL Turny/Schwenksitz/Behinderteng,23999.0,Sehr guter Preis,33214.0,02/2019,Schaltgetriebe,Benzin,81 kW (110 PS),"5,5 l/100 km (komb.)",125 g/km (komb.)
Citroen Berlingo M PureTech 130 EAT8 SHINE,24100.0,Guter Preis,63000.0,04/2020,Automatik,Benzin,96 kW (131 PS),"5,4 l/100 km (komb.)",- (g/km)
Citroen Berlingo 100 Plus M Kam DigCo 2xSchiebetür Temp,24388.0,Keine Angabe,10.0,02/2025,Schaltgetriebe,Diesel,75 kW (102 PS),"5,3 l/100 km (komb.)",138 g/km (komb.)
Citroen Berlingo Feel Pack M Automatic Touchsceen,24400.0,Fairer Preis,28000.0,02/2023,Automatik,Benzin,96 kW (131 PS),"5,4 l/100 km (komb.)",124 g/km (komb.)
Citroen Berlingo M PureTech 110 PLUS *SOFORT VERFÜGBAR*,24450.0,Keine Angabe,20.0,07/2024,Schaltgetriebe,Benzin,81 kW (110 PS),"6,3 l/100 km (komb.)",142 g/km (komb.)
Citroen Berlingo M BlueHDi 100 S&S Plus,24480.0,Sehr guter Preis,10.0,04/2025,Schaltgetriebe,Diesel,75 kW (102 PS),"5,3 l/100 km (komb.)",138 g/km (komb.)
Citroen Berlingo 1.2 PureTech L1 Automatik SHZ+7-SITZER,24480.0,Erhöhter Preis,15068.0,12/2019,Automatik,Benzin,96 kW (131 PS),"7,1 l/100 km (komb.)",160 g/km (komb.)
Citroen Berlingo M BlueHDi 100 S&S Plus,24480.0,Keine Angabe,10.0,03/2025,Schaltgetriebe,Diesel,75 kW (102 PS),"6,4 l/100 km (komb.)",143 g/km (komb.)
Citroen Berlingo Plus M BlueHDi 100 Rückfahrkamera PDC vo & hi Klim,24490.0,Keine Angabe,10.0,12/2024,Schaltgetriebe,Diesel,75 kW (102 PS),"5,3 l/100 km (komb.)",139 g/km (komb.)
Citroen Berlingo 1.2 Plus M 110 PDC W-LAN FACEL. LED,24490.0,Keine Angabe,5.0,01/2025,Schaltgetriebe,Benzin,81 kW (110 PS),"6,4 l/100 km (komb.)",143 g/km (komb.)
"Citroen Berlingo Berlingo 1,5 Blue-HDI Automatik ""Shine M"" Navi",24490.0,Guter Preis,34275.0,09/2020,Automatik,Diesel,96 kW (131 PS),- (l/100 km),- (g/km)
Citroen Berlingo 1.2 Plus M KAMERA W-LAN FACEL. LED,24490.0,Keine Angabe,7.0,01/2025,Schaltgetriebe,Benzin,81 kW (110 PS),"6,4 l/100 km (komb.)",143 g/km (komb.)
Citroen Berlingo 1.2 Plus M KAMERA W-LAN FACEL. LED,24490.0,Keine Angabe,5.0,01/2025,Schaltgetriebe,Benzin,81 kW (110 PS),"6,4 l/100 km (komb.)",143 g/km (komb.)
Citroen Berlingo Plus M,24490.0,Keine Angabe,10.0,07/2024,Schaltgetriebe,Benzin,81 kW (110 PS),"6,4 l/100 km (komb.)",143 g/km (komb.)
Citroen Berlingo M PLUS PureTech 110 *LM-Edition*,24495.0,Keine Angabe,6000.0,12/2024,Schaltgetriebe,Benzin,81 kW (110 PS),"6,4 l/100 km (komb.)",143 g/km (komb.)
Citroen Berlingo M PLUS PureTech 110 *LM-Edition*,24495.0,Keine Angabe,6000.0,12/2024,Schaltgetriebe,Benzin,81 kW (110 PS),"6,4 l/100 km (komb.)",143 g/km (komb.)
Citroen Berlingo M PLUS PureTech 110 *LM-Edition*,24495.0,Keine Angabe,6000.0,12/2024,Schaltgetriebe,Benzin,81 kW (110 PS),"6,4 l/100 km (komb.)",143 g/km (komb.)
Citroen Berlingo M PLUS PureTech 110 *LM-Edition*,24495.0,Keine Angabe,6000.0,12/2024,Schaltgetriebe,Benzin,81 kW (110 PS),"6,4 l/100 km (komb.)",143 g/km (komb.)
Citroen Berlingo M PLUS PureTech 110 *LM-Edition*,24495.0,Keine Angabe,6000.0,12/2024,Schaltgetriebe,Benzin,81 kW (110 PS),"6,4 l/100 km (komb.)",143 g/km (komb.)
Citroen Berlingo M PLUS PureTech 110 *LM-Edition*,24495.0,Keine Angabe,6000.0,12/2024,Schaltgetriebe,Benzin,81 kW (110 PS),"6,4 l/100 km (komb.)",143 g/km (komb.)
Citroen Berlingo Plus M *Winterpaket,24500.0,Keine Angabe,7.0,- (Erstzulassung),Schaltgetriebe,Benzin,81 kW (110 PS),"132,0 l/100 km (komb.)",130 g/km (komb.)
"Citroen Berlingo PureTech110 M, 2 Schiebetüren Alufelgen RFK",24500.0,Keine Angabe,10.0,11/2024,Schaltgetriebe,Benzin,81 kW (110 PS),"6,4 l/100 km (komb.)",144 g/km (komb.)
